TurnNumber,TruePositive,FalsePositive,TrueNegative,FalseNegative,Accuracy,Specificity,Sensitivity,Precesion,F2Score
40,168,21,2,9,0.85,0.08695652173913043,0.9491525423728814,0.8888888888888888,3.796610169491525
41,170,21,2,7,0.86,0.08695652173913043,0.96045197740113,0.8900523560209425,3.84180790960452
42,171,23,0,6,0.855,0.0,0.9661016949152542,0.8814432989690721,3.8644067796610164
43,173,23,0,4,0.865,0.0,0.9774011299435028,0.8826530612244898,3.9096045197740112
44,173,23,0,4,0.865,0.0,0.9774011299435028,0.8826530612244898,3.9096045197740112
45,170,23,0,7,0.85,0.0,0.96045197740113,0.8808290155440415,3.84180790960452
46,171,22,1,6,0.86,0.043478260869565216,0.9661016949152542,0.8860103626943006,3.8644067796610164
47,170,22,1,7,0.855,0.043478260869565216,0.96045197740113,0.8854166666666666,3.84180790960452
48,172,22,1,5,0.865,0.043478260869565216,0.9717514124293786,0.8865979381443299,3.8870056497175143
49,171,22,1,6,0.86,0.043478260869565216,0.9661016949152542,0.8860103626943006,3.8644067796610164
50,169,23,0,8,0.845,0.0,0.9548022598870056,0.8802083333333334,3.8192090395480225
51,171,23,0,6,0.855,0.0,0.9661016949152542,0.8814432989690721,3.8644067796610164
52,170,22,1,7,0.855,0.043478260869565216,0.96045197740113,0.8854166666666666,3.84180790960452
53,170,22,1,7,0.855,0.043478260869565216,0.96045197740113,0.8854166666666666,3.84180790960452
54,172,22,1,5,0.865,0.043478260869565216,0.9717514124293786,0.8865979381443299,3.8870056497175143
55,170,22,1,7,0.855,0.043478260869565216,0.96045197740113,0.8854166666666666,3.84180790960452
56,174,22,1,3,0.875,0.043478260869565216,0.9830508474576272,0.8877551020408163,3.9322033898305087
57,170,22,1,7,0.855,0.043478260869565216,0.96045197740113,0.8854166666666666,3.84180790960452
58,172,22,1,5,0.865,0.043478260869565216,0.9717514124293786,0.8865979381443299,3.8870056497175143
59,173,21,2,4,0.875,0.08695652173913043,0.9774011299435028,0.8917525773195877,3.9096045197740112
60,170,22,1,7,0.855,0.043478260869565216,0.96045197740113,0.8854166666666666,3.84180790960452
61,166,19,4,11,0.85,0.17391304347826086,0.9378531073446328,0.8972972972972973,3.751412429378531
62,164,20,3,13,0.835,0.13043478260869565,0.9265536723163842,0.8913043478260869,3.7062146892655368
63,166,20,3,11,0.845,0.13043478260869565,0.9378531073446328,0.8924731182795699,3.751412429378531
64,170,20,3,7,0.865,0.13043478260869565,0.96045197740113,0.8947368421052632,3.84180790960452
65,171,20,3,6,0.87,0.13043478260869565,0.9661016949152542,0.8952879581151832,3.864406779661017
66,168,22,1,9,0.845,0.043478260869565216,0.9491525423728814,0.8842105263157894,3.7966101694915255
67,166,22,1,11,0.835,0.043478260869565216,0.9378531073446328,0.8829787234042553,3.751412429378531
68,166,23,0,11,0.83,0.0,0.9378531073446328,0.8783068783068783,3.751412429378531
69,166,23,0,11,0.83,0.0,0.9378531073446328,0.8783068783068783,3.751412429378531
70,168,23,0,9,0.84,0.0,0.9491525423728814,0.8795811518324608,3.7966101694915255
71,168,22,1,9,0.845,0.043478260869565216,0.9491525423728814,0.8842105263157894,3.7966101694915255
72,165,22,1,11,0.8341708542713567,0.043478260869565216,0.9375,0.8823529411764706,3.75
73,164,22,1,11,0.8333333333333334,0.043478260869565216,0.9371428571428572,0.8817204301075269,3.748571428571428
74,157,22,1,14,0.8144329896907216,0.043478260869565216,0.9181286549707602,0.8770949720670391,3.6725146198830414
75,156,22,1,13,0.8177083333333334,0.043478260869565216,0.9230769230769231,0.8764044943820225,3.6923076923076925
76,159,20,3,4,0.8709677419354839,0.13043478260869565,0.9754601226993865,0.888268156424581,3.901840490797546
77,148,20,3,6,0.8531073446327684,0.13043478260869565,0.961038961038961,0.8809523809523809,3.844155844155844
78,146,18,5,3,0.877906976744186,0.21739130434782608,0.9798657718120806,0.8902439024390244,3.9194630872483223
79,136,17,6,6,0.8606060606060606,0.2608695652173913,0.9577464788732394,0.8888888888888888,3.830985915492957
80,134,18,5,5,0.8580246913580247,0.21739130434782608,0.9640287769784173,0.881578947368421,3.856115107913669
81,128,13,10,7,0.8734177215189873,0.43478260869565216,0.9481481481481482,0.9078014184397163,3.7925925925925927
82,120,12,11,8,0.8675496688741722,0.4782608695652174,0.9375,0.9090909090909091,3.75
83,116,11,12,5,0.8888888888888888,0.5217391304347826,0.9586776859504132,0.9133858267716536,3.834710743801653
84,112,11,12,6,0.8794326241134752,0.5217391304347826,0.9491525423728814,0.9105691056910569,3.7966101694915255
85,100,12,11,5,0.8671875,0.4782608695652174,0.9523809523809523,0.8928571428571429,3.8095238095238093
86,88,15,8,6,0.8205128205128205,0.34782608695652173,0.9361702127659575,0.8543689320388349,3.74468085106383
87,76,15,8,5,0.8076923076923077,0.34782608695652173,0.9382716049382716,0.8351648351648352,3.753086419753086
88,61,14,9,3,0.8045977011494253,0.391304347826087,0.953125,0.8133333333333334,3.8125
89,54,14,9,1,0.8076923076923077,0.391304347826087,0.9818181818181818,0.7941176470588235,3.9272727272727272
90,47,14,9,1,0.7887323943661971,0.391304347826087,0.9791666666666666,0.7704918032786885,3.9166666666666665
91,32,11,12,4,0.7457627118644068,0.5217391304347826,0.8888888888888888,0.7441860465116279,3.5555555555555554
92,25,12,11,2,0.72,0.4782608695652174,0.9259259259259259,0.6756756756756757,3.7037037037037037
93,22,11,12,2,0.723404255319149,0.5217391304347826,0.9166666666666666,0.6666666666666666,3.6666666666666665
94,17,9,14,1,0.7560975609756098,0.6086956521739131,0.9444444444444444,0.6538461538461539,3.7777777777777777
95,14,11,12,1,0.6842105263157895,0.5217391304347826,0.9333333333333333,0.56,3.7333333333333334
96,14,11,12,0,0.7027027027027027,0.5217391304347826,1.0,0.56,4.0
97,13,10,13,0,0.7222222222222222,0.5652173913043478,1.0,0.5652173913043478,4.0
98,9,9,14,0,0.71875,0.6086956521739131,1.0,0.5,4.0
99,7,9,14,0,0.7,0.6086956521739131,1.0,0.4375,4.0
100,6,7,16,0,0.7586206896551724,0.6956521739130435,1.0,0.46153846153846156,4.0
101,3,10,13,0,0.6153846153846154,0.5652173913043478,1.0,0.23076923076923078,4.0
102,3,10,13,0,0.6153846153846154,0.5652173913043478,1.0,0.23076923076923078,4.0
103,2,10,13,0,0.6,0.5652173913043478,1.0,0.16666666666666666,4.0
104,1,10,13,0,0.5833333333333334,0.5652173913043478,1.0,0.09090909090909091,4.0
105,0,11,12,0,0.5217391304347826,0.5217391304347826,1,0.0,0
106,0,9,14,0,0.6086956521739131,0.6086956521739131,1,0.0,0
107,0,9,14,0,0.6086956521739131,0.6086956521739131,1,0.0,0
108,0,8,15,0,0.6521739130434783,0.6521739130434783,1,0.0,0
109,0,9,14,0,0.6086956521739131,0.6086956521739131,1,0.0,0
110,0,12,11,0,0.4782608695652174,0.4782608695652174,1,0.0,0
111,0,9,14,0,0.6086956521739131,0.6086956521739131,1,0.0,0
112,0,10,13,0,0.5652173913043478,0.5652173913043478,1,0.0,0
113,0,10,13,0,0.5652173913043478,0.5652173913043478,1,0.0,0
114,0,10,13,0,0.5652173913043478,0.5652173913043478,1,0.0,0
115,0,10,13,0,0.5652173913043478,0.5652173913043478,1,0.0,0
116,0,3,20,0,0.8695652173913043,0.8695652173913043,1,0.0,0
117,0,3,20,0,0.8695652173913043,0.8695652173913043,1,0.0,0
118,0,2,21,0,0.9130434782608695,0.9130434782608695,1,0.0,0
119,0,3,20,0,0.8695652173913043,0.8695652173913043,1,0.0,0
120,0,3,20,0,0.8695652173913043,0.8695652173913043,1,0.0,0
121,0,2,21,0,0.9130434782608695,0.9130434782608695,1,0.0,0
122,0,2,21,0,0.9130434782608695,0.9130434782608695,1,0.0,0
123,0,3,20,0,0.8695652173913043,0.8695652173913043,1,0.0,0
124,0,3,20,0,0.8695652173913043,0.8695652173913043,1,0.0,0
125,0,3,20,0,0.8695652173913043,0.8695652173913043,1,0.0,0
126,0,0,23,0,1.0,1.0,1,0,0
127,0,0,23,0,1.0,1.0,1,0,0
128,0,0,23,0,1.0,1.0,1,0,0
129,0,0,23,0,1.0,1.0,1,0,0
130,0,0,23,0,1.0,1.0,1,0,0
131,0,0,23,0,1.0,1.0,1,0,0
132,0,0,23,0,1.0,1.0,1,0,0
133,0,0,23,0,1.0,1.0,1,0,0
134,0,0,23,0,1.0,1.0,1,0,0
135,0,0,23,0,1.0,1.0,1,0,0
136,0,0,23,0,1.0,1.0,1,0,0
137,0,0,23,0,1.0,1.0,1,0,0
138,0,0,23,0,1.0,1.0,1,0,0
139,0,0,23,0,1.0,1.0,1,0,0
140,0,0,23,0,1.0,1.0,1,0,0
141,0,0,23,0,1.0,1.0,1,0,0
142,0,0,23,0,1.0,1.0,1,0,0
143,0,0,23,0,1.0,1.0,1,0,0
144,0,0,23,0,1.0,1.0,1,0,0
145,0,0,23,0,1.0,1.0,1,0,0
146,0,0,23,0,1.0,1.0,1,0,0
147,0,0,23,0,1.0,1.0,1,0,0
148,0,0,23,0,1.0,1.0,1,0,0
149,0,0,23,0,1.0,1.0,1,0,0
150,0,0,23,0,1.0,1.0,1,0,0
