TurnNumber,TruePositive,FalsePositive,TrueNegative,FalseNegative,Accuracy,Specificity,Sensitivity,Precesion,F2Score
43,2,4,72,22,0.74,0.9473684210526315,0.08333333333333333,0.3333333333333333,0.3333333333333333
44,3,1,75,21,0.78,0.9868421052631579,0.125,0.75,0.5
45,2,1,75,22,0.77,0.9868421052631579,0.08333333333333333,0.6666666666666666,0.3333333333333333
46,1,1,75,23,0.76,0.9868421052631579,0.041666666666666664,0.5,0.16666666666666666
47,3,3,73,21,0.76,0.9605263157894737,0.125,0.5,0.5
48,1,2,74,23,0.75,0.9736842105263158,0.041666666666666664,0.3333333333333333,0.16666666666666666
49,0,1,75,24,0.75,0.9868421052631579,0.0,0.0,0
50,1,0,76,23,0.77,1.0,0.041666666666666664,1.0,0.16666666666666666
51,2,1,75,22,0.77,0.9868421052631579,0.08333333333333333,0.6666666666666666,0.3333333333333333
52,1,1,75,23,0.76,0.9868421052631579,0.041666666666666664,0.5,0.16666666666666666
53,0,1,75,24,0.75,0.9868421052631579,0.0,0.0,0
54,0,1,75,24,0.75,0.9868421052631579,0.0,0.0,0
55,1,1,75,23,0.76,0.9868421052631579,0.041666666666666664,0.5,0.16666666666666666
56,0,1,75,24,0.75,0.9868421052631579,0.0,0.0,0
57,0,0,76,24,0.76,1.0,0.0,0,0
58,1,0,76,23,0.77,1.0,0.041666666666666664,1.0,0.16666666666666666
59,1,0,76,23,0.77,1.0,0.041666666666666664,1.0,0.16666666666666666
60,0,0,76,24,0.76,1.0,0.0,0,0
61,0,0,76,24,0.76,1.0,0.0,0,0
62,0,0,76,24,0.76,1.0,0.0,0,0
63,0,0,76,24,0.76,1.0,0.0,0,0
64,2,0,76,22,0.78,1.0,0.08333333333333333,1.0,0.3333333333333333
65,1,1,75,23,0.76,0.9868421052631579,0.041666666666666664,0.5,0.16666666666666666
66,0,3,73,24,0.73,0.9605263157894737,0.0,0.0,0
67,0,4,72,24,0.72,0.9473684210526315,0.0,0.0,0
68,0,3,73,24,0.73,0.9605263157894737,0.0,0.0,0
69,0,3,73,24,0.73,0.9605263157894737,0.0,0.0,0
70,0,4,72,24,0.72,0.9473684210526315,0.0,0.0,0
71,1,0,76,23,0.77,1.0,0.041666666666666664,1.0,0.16666666666666666
72,1,0,76,23,0.77,1.0,0.041666666666666664,1.0,0.16666666666666666
73,1,0,76,23,0.77,1.0,0.041666666666666664,1.0,0.16666666666666666
74,1,0,76,23,0.77,1.0,0.041666666666666664,1.0,0.16666666666666666
75,0,0,76,24,0.76,1.0,0.0,0,0
76,1,1,75,23,0.76,0.9868421052631579,0.041666666666666664,0.5,0.16666666666666666
77,0,2,74,24,0.74,0.9736842105263158,0.0,0.0,0
78,0,1,75,24,0.75,0.9868421052631579,0.0,0.0,0
79,1,2,74,23,0.75,0.9736842105263158,0.041666666666666664,0.3333333333333333,0.16666666666666666
80,1,1,75,23,0.76,0.9868421052631579,0.041666666666666664,0.5,0.16666666666666666
81,4,0,76,20,0.8,1.0,0.16666666666666666,1.0,0.6666666666666666
82,4,0,76,20,0.8,1.0,0.16666666666666666,1.0,0.6666666666666666
83,5,2,74,19,0.79,0.9736842105263158,0.20833333333333334,0.7142857142857143,0.8333333333333333
84,6,2,74,18,0.8,0.9736842105263158,0.25,0.75,1.0
85,3,3,73,21,0.76,0.9605263157894737,0.125,0.5,0.5
86,2,7,69,22,0.71,0.9078947368421053,0.08333333333333333,0.2222222222222222,0.3333333333333333
87,2,4,72,22,0.74,0.9473684210526315,0.08333333333333333,0.3333333333333333,0.3333333333333333
88,4,7,69,20,0.73,0.9078947368421053,0.16666666666666666,0.36363636363636365,0.6666666666666666
89,4,5,71,20,0.75,0.9342105263157895,0.16666666666666666,0.4444444444444444,0.6666666666666666
90,7,7,69,17,0.76,0.9078947368421053,0.2916666666666667,0.5,1.1666666666666667
91,5,8,68,19,0.73,0.8947368421052632,0.20833333333333334,0.38461538461538464,0.8333333333333334
92,5,6,70,19,0.75,0.9210526315789473,0.20833333333333334,0.45454545454545453,0.8333333333333334
93,6,5,71,18,0.77,0.9342105263157895,0.25,0.5454545454545454,1.0
94,5,3,73,19,0.78,0.9605263157894737,0.20833333333333334,0.625,0.8333333333333334
95,6,6,70,18,0.76,0.9210526315789473,0.25,0.5,1.0
96,7,8,67,17,0.7474747474747475,0.8933333333333333,0.2916666666666667,0.4666666666666667,1.1666666666666667
97,7,9,66,17,0.7373737373737373,0.88,0.2916666666666667,0.4375,1.1666666666666667
98,6,6,69,18,0.7575757575757576,0.92,0.25,0.5,1.0
99,6,6,69,18,0.7575757575757576,0.92,0.25,0.5,1.0
100,5,8,67,19,0.7272727272727273,0.8933333333333333,0.20833333333333334,0.38461538461538464,0.8333333333333334
101,11,9,66,13,0.7777777777777778,0.88,0.4583333333333333,0.55,1.833333333333333
102,11,12,63,13,0.7474747474747475,0.84,0.4583333333333333,0.4782608695652174,1.8333333333333333
103,9,15,60,15,0.696969696969697,0.8,0.375,0.375,1.5
104,9,12,63,15,0.7272727272727273,0.84,0.375,0.42857142857142855,1.5
105,9,12,63,15,0.7272727272727273,0.84,0.375,0.42857142857142855,1.5
106,10,12,63,14,0.7373737373737373,0.84,0.4166666666666667,0.45454545454545453,1.6666666666666667
107,11,11,64,13,0.7575757575757576,0.8533333333333334,0.4583333333333333,0.5,1.8333333333333333
108,11,8,67,13,0.7878787878787878,0.8933333333333333,0.4583333333333333,0.5789473684210527,1.8333333333333333
109,12,6,69,12,0.8181818181818182,0.92,0.5,0.6666666666666666,2.0
110,12,9,66,12,0.7878787878787878,0.88,0.5,0.5714285714285714,2.0
111,8,6,67,16,0.7731958762886598,0.9178082191780822,0.3333333333333333,0.5714285714285714,1.3333333333333333
112,9,4,69,15,0.8041237113402062,0.9452054794520548,0.375,0.6923076923076923,1.5
113,9,5,67,15,0.7916666666666666,0.9305555555555556,0.375,0.6428571428571429,1.5
114,10,7,65,14,0.78125,0.9027777777777778,0.4166666666666667,0.5882352941176471,1.6666666666666667
115,11,6,66,13,0.8020833333333334,0.9166666666666666,0.4583333333333333,0.6470588235294118,1.8333333333333333
116,11,3,69,13,0.8333333333333334,0.9583333333333334,0.4583333333333333,0.7857142857142857,1.8333333333333333
117,13,2,69,11,0.8631578947368421,0.971830985915493,0.5416666666666666,0.8666666666666667,2.1666666666666665
118,13,2,68,11,0.8617021276595744,0.9714285714285714,0.5416666666666666,0.8666666666666667,2.1666666666666665
119,13,3,67,11,0.851063829787234,0.9571428571428572,0.5416666666666666,0.8125,2.1666666666666665
120,13,5,65,11,0.8297872340425532,0.9285714285714286,0.5416666666666666,0.7222222222222222,2.1666666666666665
121,17,6,64,7,0.8617021276595744,0.9142857142857143,0.7083333333333334,0.7391304347826086,2.8333333333333335
122,17,6,64,7,0.8617021276595744,0.9142857142857143,0.7083333333333334,0.7391304347826086,2.8333333333333335
123,16,4,66,8,0.8723404255319149,0.9428571428571428,0.6666666666666666,0.8,2.6666666666666665
124,15,4,66,9,0.8617021276595744,0.9428571428571428,0.625,0.7894736842105263,2.5
125,15,3,67,9,0.8723404255319149,0.9571428571428572,0.625,0.8333333333333334,2.5
126,20,15,51,4,0.7888888888888889,0.7727272727272727,0.8333333333333334,0.5714285714285714,3.3333333333333335
127,20,10,55,4,0.8426966292134831,0.8461538461538461,0.8333333333333334,0.6666666666666666,3.3333333333333335
128,20,9,56,4,0.8539325842696629,0.8615384615384616,0.8333333333333334,0.6896551724137931,3.3333333333333335
129,21,9,55,3,0.8636363636363636,0.859375,0.875,0.7,3.5
130,20,8,56,4,0.8636363636363636,0.875,0.8333333333333334,0.7142857142857143,3.333333333333333
131,22,8,36,2,0.8529411764705882,0.8181818181818182,0.9166666666666666,0.7333333333333333,3.6666666666666665
132,22,6,34,2,0.875,0.85,0.9166666666666666,0.7857142857142857,3.6666666666666665
133,22,5,29,2,0.8793103448275862,0.8529411764705882,0.9166666666666666,0.8148148148148148,3.666666666666666
134,23,6,23,1,0.8679245283018868,0.7931034482758621,0.9583333333333334,0.7931034482758621,3.8333333333333335
135,22,3,25,2,0.9038461538461539,0.8928571428571429,0.9166666666666666,0.88,3.6666666666666665
136,23,1,23,1,0.9583333333333334,0.9583333333333334,0.9583333333333334,0.9583333333333334,3.8333333333333335
137,23,1,19,1,0.9545454545454546,0.95,0.9583333333333334,0.9583333333333334,3.8333333333333335
138,23,1,12,1,0.9459459459459459,0.9230769230769231,0.9583333333333334,0.9583333333333334,3.8333333333333335
139,23,1,11,1,0.9444444444444444,0.9166666666666666,0.9583333333333334,0.9583333333333334,3.8333333333333335
140,24,0,11,0,1.0,1.0,1.0,1.0,4.0
141,24,0,6,0,1.0,1.0,1.0,1.0,4.0
142,24,0,3,0,1.0,1.0,1.0,1.0,4.0
143,24,0,2,0,1.0,1.0,1.0,1.0,4.0
144,24,0,1,0,1.0,1.0,1.0,1.0,4.0
145,24,0,1,0,1.0,1.0,1.0,1.0,4.0
146,24,0,1,0,1.0,1.0,1.0,1.0,4.0
147,24,0,0,0,1.0,1,1.0,1.0,4.0
148,24,0,0,0,1.0,1,1.0,1.0,4.0
149,24,0,0,0,1.0,1,1.0,1.0,4.0
150,24,0,0,0,1.0,1,1.0,1.0,4.0
